Week starting,App,Downloads,Install Base,Open Rate,Retention D1,Retention D7,Retention D30,Active Users,Total Minutes,Avg Sessions Per User,Avg Session Duration,Avg Time Per User,Avg Active Days              
1/1/2016,Aegean,148172,1695586,43.18%,45.07%,21.37%,8.10%,732162,18485319,10.45,00:03:00,00:25:15,2.85
1/8/2016,Aegean,135397,1728534,40.30%,45.07%,21.37%,8.10%,696529,15461873,10.09,00:02:46,00:22:12,3.01
1/15/2016,Aegean,119998,1796295,38.63%,44.94%,22.85%,8.66%,693917,13932582,9.38,00:02:38,00:20:05,3.08
1/22/2016,Aegean,103739,1820641,35.97%,44.86%,23.71%,8.99%,654919,14071301,10.07,00:02:33,00:21:29,3.18
1/29/2016,Aegean,127381,1806560,37.19%,44.86%,23.71%,8.99%,671860,11946064,8.01,00:02:38,00:17:47,2.97
2/5/2016,Aegean,109769,1833076,33.75%,44.86%,23.71%,8.99%,618729,13522885,8.51,00:03:00,00:21:51,2.68
2/12/2016,Aegean,146440,1840086,35.34%,46.29%,24.39%,9.15%,650280,14147651,9.02,00:02:55,00:21:45,2.97
2/19/2016,Aegean,112603,1842464,33.86%,48.50%,25.45%,9.40%,623873,11187771,7.92,00:02:34,00:17:56,3.05
2/26/2016,Aegean,73222,1813272,29.23%,48.50%,25.45%,9.40%,530070,8891216,8.27,00:02:22,00:16:46,3
3/4/2016,Aegean,50007,1772835,28.41%,48.50%,25.45%,9.40%,503698,7180533,6.93,00:02:18,00:14:15,2.82
3/11/2016,Aegean,42063,1633260,25.91%,48.50%,25.45%,9.40%,423146,6202025,6.79,00:02:16,00:14:39,2.64
3/18/2016,Aegean,47747,1612919,25.63%,45.85%,27.49%,10.63%,413420,9555084,8.84,00:02:49,00:23:07,2.97
3/25/2016,Aegean,58215,1440579,30.36%,45.85%,27.49%,10.63%,437406,7134096,8.74,00:01:58,00:16:19,2.78
4/1/2016,Aegean,39530,1395835,26.33%,45.85%,27.49%,10.63%,367552,5365858,8.09,00:01:55,00:14:36,2.81
4/8/2016,Aegean,36878,1336680,27.11%,45.85%,27.49%,10.63%,362426,5669878,8.2,00:01:59,00:15:39,2.8
4/15/2016,Aegean,33420,1371128,25.59%,46.18%,26.98%,10.86%,350841,4457418,7.93,00:01:49,00:12:42,2.46
4/22/2016,Aegean,31556,1258331,28.59%,46.60%,26.33%,11.14%,359713,4926530,8.12,00:01:45,00:13:42,2.87
4/29/2016,Aegean,33156,1309859,26.08%,46.60%,26.33%,11.14%,341578,5405165,9.92,00:01:53,00:15:49,3.14
5/6/2016,Aegean,42847,1308826,23.84%,46.60%,26.33%,11.14%,312070,3936611,7.99,00:01:51,00:12:37,3.07
5/13/2016,Aegean,34830,1229217,25.72%,44.75%,24.84%,11.14%,316207,5205654,8.62,00:02:10,00:16:28,2.96
5/20/2016,Aegean,31396,1262475,24.12%,42.97%,23.40%,n/a,304449,3712716,8.16,00:01:32,00:12:12,2.64
5/27/2016,Aegean,28619,1266691,21.91%,42.97%,23.40%,n/a,277530,4407668,8.94,00:01:49,00:15:53,2.73
6/3/2016,Aegean,25984,1251902,20.27%,42.97%,23.40%,n/a,253816,3466287,8.42,00:01:47,00:13:39,3.15
6/10/2016,Aegean,26720,1210925,23.22%,42.97%,23.40%,n/a,281169,4526384,8.5,00:02:03,00:16:06,2.76
6/17/2016,Aegean,27452,1106835,25.71%,n/a,n/a,n/a,284601,4545135,7.96,00:02:18,00:15:58,2.73
6/24/2016,Aegean,23684,1131697,21.60%,n/a,n/a,n/a,244478,2900406,7.73,00:01:40,00:11:52,2.91
7/1/2016,Aegean,18272,1166712,18.32%,n/a,n/a,n/a,213696,2408647,8.21,00:01:26,00:11:16,2.83
7/8/2016,Aegean,23089,1104882,19.21%,n/a,n/a,n/a,212270,2731612,7.92,00:01:45,00:12:52,2.89
7/15/2016,Aegean,23613,1123243,17.83%,n/a,n/a,n/a,200300,2410704,8.38,00:01:37,00:12:02,2.86
7/22/2016,Aegean,18694,1029216,22.32%,n/a,n/a,n/a,229699,2970938,8.03,00:01:42,00:12:56,2.23
7/29/2016,Aegean,19182,1044609,19.58%,n/a,n/a,n/a,204545,2601481,8.16,00:01:46,00:12:43,2.81
8/5/2016,Aegean,16169,933037,20.57%,n/a,n/a,n/a,191884,1954871,7.12,00:01:36,00:10:11,2.96
8/12/2016,Aegean,10125,1039977,17.07%,n/a,n/a,n/a,177477,1028362,6.91,00:00:50,00:05:48,2.43
8/19/2016,Aegean,9254,1005649,15.64%,n/a,n/a,n/a,157310,1170666,5.95,00:01:33,00:07:27,2.78
8/26/2016,Aegean,7905,1011363,13.55%,n/a,n/a,n/a,137009,1338693,11.92,00:00:49,00:09:46,2.98
9/2/2016,Aegean,6584,897316,13.42%,n/a,n/a,n/a,120419,1182424,13.91,00:00:42,00:09:49,3.17
9/9/2016,Aegean,6293,861067,12.95%,n/a,n/a,n/a,111505,1042418,7.36,00:01:20,00:09:21,2.67
9/16/2016,Aegean,6000,742177,14.77%,n/a,n/a,n/a,109634,829401,6.3,00:01:19,00:07:34,2.57
9/23/2016,Aegean,6931,711467,13.62%,n/a,n/a,n/a,96912,957685,7.6,00:01:24,00:09:53,3.24
9/30/2016,Aegean,11921,673547,17.37%,n/a,n/a,n/a,116982,1282901,6.86,00:01:53,00:10:58,2.52
10/7/2016,Aegean,12693,667703,17.17%,n/a,n/a,n/a,114616,2038444,13.79,00:01:17,00:17:47,2.85
10/14/2016,Aegean,11523,707452,17.35%,n/a,n/a,n/a,122765,1638655,12.97,00:01:00,00:13:21,2.73
10/21/2016,Aegean,14730,681609,17.73%,n/a,n/a,n/a,120852,1635885,10.53,00:01:19,00:13:32,3.05
10/28/2016,Aegean,16944,654024,19.30%,n/a,n/a,n/a,126240,1309626,8.09,00:01:13,00:10:22,2.26
11/4/2016,Aegean,16940,571169,23.79%,n/a,n/a,n/a,135908,1198481,6.47,00:01:22,00:08:49,2.6
11/11/2016,Aegean,23545,649777,20.14%,n/a,n/a,n/a,130872,1736661,6.57,00:02:06,00:13:16,2.81
11/18/2016,Aegean,18657,664606,19.44%,n/a,n/a,n/a,129199,2056177,8.32,00:02:01,00:15:55,3.01
11/25/2016,Aegean,22847,663582,23.51%,n/a,n/a,n/a,156040,2652169,9.89,00:01:42,00:17:00,2.78
12/2/2016,Aegean,35194,654516,23.85%,n/a,n/a,n/a,156131,2529144,10.43,00:01:49,00:16:12,3.11
12/9/2016,Aegean,30322,650873,25.22%,n/a,n/a,n/a,164155,2310421,8.62,00:01:42,00:14:04,2.66
12/16/2016,Aegean,26933,719638,23.25%,n/a,n/a,n/a,167307,2377191,8.61,00:01:40,00:14:13,2.84
12/23/2016,Aegean,22068,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
1/1/2016,Baltic,1258848,175912397,83.75%,72.09%,68.96%,62.39%,147331752,46563742444,103.87,00:03:06,05:16:03,5.89
1/8/2016,Baltic,1251692,175705530,83.70%,72.09%,68.96%,62.39%,147062746,43867595587,102.67,00:02:58,04:58:18,5.88
1/15/2016,Baltic,1312776,177025318,83.74%,72.75%,67.41%,63.46%,148238095,45926017019,106.59,00:02:58,05:09:49,5.9
1/22/2016,Baltic,1342707,177166626,84.33%,73.10%,66.59%,64.03%,149408932,50187694843,113.39,00:03:02,05:35:54,5.92
1/29/2016,Baltic,1302031,176678449,83.56%,73.10%,66.59%,64.03%,147637699,47947881696,107.31,00:03:05,05:24:46,5.91
2/5/2016,Baltic,1588294,176822558,83.64%,73.10%,66.59%,64.03%,147894528,50128125791,107.14,00:03:13,05:38:57,5.87
2/12/2016,Baltic,1459717,177734324,83.17%,72.75%,69.07%,64.82%,147829742,52262219152,106.19,00:03:22,05:53:32,5.87
2/19/2016,Baltic,1146876,178658984,82.97%,72.42%,71.46%,65.57%,148227731,52562735738,107.41,00:03:20,05:54:36,5.88
2/26/2016,Baltic,974512,178713939,82.84%,72.42%,71.46%,65.57%,148051459,46174505768,103.36,00:03:05,05:11:53,5.87
3/4/2016,Baltic,1402509,179172491,83.14%,72.42%,71.46%,65.57%,148963803,53048305919,107.79,00:03:20,05:56:07,5.86
3/11/2016,Baltic,1562212,179000802,83.16%,72.42%,71.46%,65.57%,148857832,50414251562,107.24,00:03:13,05:38:40,5.89
3/18/2016,Baltic,1242108,180043390,83.03%,75.71%,68.65%,61.34%,149483323,53556676966,109.54,00:03:19,05:58:17,5.88
3/25/2016,Baltic,1167608,179960152,82.80%,75.71%,68.65%,61.34%,149011734,51113770081,106.24,00:03:17,05:43:01,5.89
4/1/2016,Baltic,1160520,179881150,83.08%,75.71%,68.65%,61.34%,149452803,55600622345,110.9,00:03:24,06:12:02,5.9
4/8/2016,Baltic,1184584,180072078,82.87%,75.71%,68.65%,61.34%,149233154,58489212570,112.87,00:03:31,06:31:56,5.91
4/15/2016,Baltic,1055827,181149797,82.76%,73.49%,68.43%,60.40%,149927163,51797310580,106.16,00:03:19,05:45:29,5.9
4/22/2016,Baltic,1085362,181126771,82.79%,71.04%,68.18%,59.37%,149961097,55818981554,110.55,00:03:24,06:12:13,5.89
4/29/2016,Baltic,1123692,180815528,82.79%,71.04%,68.18%,59.37%,149690623,52532577276,107.6,00:03:18,05:50:56,5.89
5/6/2016,Baltic,1136689,180841255,82.75%,71.04%,68.18%,59.37%,149650865,47563277109,101.97,00:03:11,05:17:50,5.9
5/13/2016,Baltic,1133839,182112580,82.57%,71.22%,67.71%,58.44%,150369195,48756934977,101.67,00:03:15,05:24:15,5.88
5/20/2016,Baltic,1171660,181850628,82.52%,71.38%,67.30%,57.60%,150067288,53823661618,105.66,00:03:26,05:58:40,5.86
5/27/2016,Baltic,1049110,181855895,82.43%,71.38%,67.30%,57.60%,149900441,53201347401,105.31,00:03:25,05:54:55,5.87
6/3/2016,Baltic,1023866,181604502,82.46%,71.38%,67.30%,57.60%,149749952,44008929313,96.18,00:03:07,04:53:53,5.87
6/10/2016,Baltic,932419,182818507,82.28%,68.73%,64.53%,57.02%,150429746,53148573739,103.49,00:03:27,05:53:19,5.86
6/17/2016,Baltic,1048508,182666037,82.27%,66.00%,61.69%,56.42%,150279160,46236908276,97.56,00:03:13,05:07:40,5.88
6/24/2016,Baltic,956222,182861650,82.42%,66.00%,61.69%,56.42%,150715169,45208938369,95.63,00:03:12,04:59:58,5.87
7/1/2016,Baltic,1012441,182607611,82.53%,66.00%,61.69%,56.42%,150698523,52336341863,102.42,00:03:26,05:47:18,5.87
7/8/2016,Baltic,981691,182327048,82.42%,66.00%,61.69%,56.42%,150270054,46610473966,96.84,00:03:16,05:10:11,5.86
7/15/2016,Baltic,1030895,183339013,82.38%,67.78%,60.86%,52.03%,151033683,50063723192,98.92,00:03:24,05:31:28,5.88
7/22/2016,Baltic,1094870,183531963,82.28%,69.50%,60.06%,47.77%,151002399,49534018177,97.89,00:03:24,05:28:02,5.87
7/29/2016,Baltic,1075567,183524739,82.68%,69.50%,60.06%,47.77%,151730779,55290208120,102.09,00:03:36,06:04:24,5.86
8/5/2016,Baltic,1078174,183209638,82.38%,69.50%,60.06%,47.77%,150931006,54074045528,98.56,00:03:41,05:58:16,5.84
8/12/2016,Baltic,1043464,184657941,82.38%,68.93%,59.65%,47.41%,152113516,53302017801,97.44,00:03:39,05:50:25,5.84
8/19/2016,Baltic,1048746,184452454,82.25%,68.34%,59.24%,47.04%,151707702,46045699376,92.44,00:03:21,05:03:31,5.84
8/26/2016,Baltic,1099200,184547292,82.34%,68.34%,59.24%,47.04%,151961948,49979839663,94.93,00:03:32,05:28:54,5.84
9/2/2016,Baltic,1173425,184525100,82.40%,68.34%,59.24%,47.04%,152056875,46650866945,91.58,00:03:25,05:06:48,5.83
9/9/2016,Baltic,1019947,185982368,82.40%,68.46%,56.51%,48.85%,153243353,49757897167,92.45,00:03:29,05:24:42,5.84
9/16/2016,Baltic,1115335,185661310,82.78%,68.58%,53.89%,50.58%,153682424,51089211544,93.68,00:03:33,05:32:26,5.83
9/23/2016,Baltic,1068104,185509704,82.27%,68.58%,53.89%,50.58%,152619877,52498863388,96.54,00:03:41,05:43:59,5.81
9/30/2016,Baltic,1070920,185515485,82.23%,68.58%,53.89%,50.58%,152554696,49602839357,91.87,00:03:27,05:25:09,5.84
10/7/2016,Baltic,1048943,185889793,82.37%,68.58%,53.89%,50.58%,153121146,50992803391,92.63,00:03:34,05:33:01,5.81
10/14/2016,Baltic,893530,187944805,82.25%,67.24%,52.80%,51.63%,154578262,53574385068,96.58,00:03:46,05:46:35,5.81
10/21/2016,Baltic,799332,187551705,82.03%,65.94%,51.75%,52.65%,153857153,52297169059,94.58,00:03:42,05:39:54,5.8
10/28/2016,Baltic,869525,188108450,82.10%,65.94%,51.75%,52.65%,154436549,53259164919,96.74,00:03:39,05:44:52,5.8
11/4/2016,Baltic,815194,186081556,81.44%,65.94%,51.75%,52.65%,,52022579440,99.34,00:03:33,05:43:18,5.82
11/11/2016,Baltic,804107,190221650,81.44%,63.25%,54.57%,52.65%,,54397680281,98.82,00:03:41,05:51:09,5.81
11/18/2016,Baltic,656879,190371881,81.58%,60.46%,57.49%,n/a,,55552570332,99.67,00:03:46,05:57:42,5.8
11/25/2016,Baltic,799448,190659074,81.75%,60.46%,57.49%,n/a,,54507441300,98.63,00:03:41,05:49:43,5.79
12/2/2016,Baltic,914886,190542055,81.47%,60.46%,57.49%,n/a,,52934676885,96.37,00:03:37,05:41:01,5.8
12/9/2016,Baltic,884029,189798743,81.40%,60.46%,57.49%,n/a,,52429894741,95.9,00:03:37,05:39:21,5.79
12/16/2016,Baltic,938746,191128826,81.41%,n/a,n/a,n/a,,51521840483,94.22,00:03:33,05:31:06,5.76
12/23/2016,Baltic,946474,n/a,n/a,n/a,n/a,n/a,,n/a,n/a,n/a,n/a,n/a
1/1/2016,Charles,1745311,162750990,72.52%,51.26%,39.12%,32.60%,118034776,3482453092,29.47,00:01:01,00:29:30,3.81
1/8/2016,Charles,2578304,162854685,73.62%,51.26%,39.12%,32.60%,119893972,3373230956,29.04,00:00:59,00:28:08,3.88
1/15/2016,Charles,1763554,164566583,73.26%,51.89%,39.69%,35.17%,120556769,3492897983,29.3,00:01:01,00:28:58,3.84
1/22/2016,Charles,1864814,165392775,73.40%,52.22%,39.99%,36.53%,121399798,3529455526,28.75,00:01:02,00:29:04,3.8
1/29/2016,Charles,1906225,165320972,71.72%,52.22%,39.99%,36.53%,118564951,3642620109,29.57,00:01:04,00:30:43,3.81
2/5/2016,Charles,2115647,165695095,70.71%,52.22%,39.99%,36.53%,117156442,3769155156,29.73,00:01:06,00:32:10,3.75
2/12/2016,Charles,2271943,166564184,71.04%,52.84%,39.87%,35.89%,118326029,4337188414,31.72,00:01:10,00:36:39,3.8
2/19/2016,Charles,1483513,167054691,71.96%,53.43%,39.76%,35.29%,120210442,4408494908,31.33,00:01:11,00:36:40,3.83
2/26/2016,Charles,1369208,167338652,73.31%,53.43%,39.76%,35.29%,122682522,4026367664,31.02,00:01:05,00:32:49,3.92
3/4/2016,Charles,1849878,167629551,73.49%,53.43%,39.76%,35.29%,123198980,4630963539,33.05,00:01:09,00:37:35,3.91
3/11/2016,Charles,2142145,167659379,75.07%,53.43%,39.76%,35.29%,125859875,4072050707,30.65,00:01:04,00:32:21,3.9
3/18/2016,Charles,1765542,168823449,73.18%,52.91%,39.15%,32.80%,123540155,4257929836,32.04,00:01:05,00:34:28,3.88
3/25/2016,Charles,1560622,168708114,71.37%,52.91%,39.15%,32.80%,120414156,4082178314,31.77,00:01:05,00:33:54,3.88
4/1/2016,Charles,1504822,168758873,70.18%,52.91%,39.15%,32.80%,118428485,4249576565,32.21,00:01:08,00:35:53,3.83
4/8/2016,Charles,1556065,168783740,69.87%,52.91%,39.15%,32.80%,117927162,4341671538,31.86,00:01:10,00:36:49,3.83
4/15/2016,Charles,1280448,169829263,69.97%,52.22%,40.06%,33.64%,118822964,3917994542,30.34,00:01:06,00:32:58,3.81
4/22/2016,Charles,1462260,169891545,69.84%,51.68%,40.78%,34.29%,118654276,4352837569,32.07,00:01:09,00:36:41,3.83
4/29/2016,Charles,1528253,169534453,70.43%,51.68%,40.78%,34.29%,119403375,4156133764,31.43,00:01:07,00:34:48,3.86
